Remark=,"""17:41:07 CO2 Mixer -> OFF""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""17:41:08 Coolers: Tblock -> 20.00 C""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""17:41:08 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,17:58:31,wheat,1,1158.50013,0,-12.61006704,-0.001891219,-10579.21163,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-5.324757313,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.017422292,0.911338635,21.39056969,2,4.644859791,1,9.289719582,20.76052856,21.39056969,20.03487587,0.930365205,9.350670815,16.29211044,16.28066635,66.98002625,66.93518066,299.5195313,2.506199598,8.996163368,101.0483093,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497597656,-1.74223E-05,294.5405697,293.9105286,0.400991927,-0.02197926,2.556472444,25.29950735,9.018840998,21.07554913,2.50754351,-0.001891605,1.64513381,0.8624097,-0.001182218,-1069.011449,-1131.385313,63.58743372,11.18319012,-0.717006322,0,2.180393651,0,#DIV/0!,#DIV/0!
485,17:58:32,wheat,1,1159.50013,0,-12.95761618,-0.001781358,-11541.94252,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-5.475149088,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.016411738,0.911432816,21.39120865,2,4.644859791,1,9.289719582,20.75846481,21.39120865,20.02931786,0.923997164,9.576402664,16.29150391,16.28072357,66.98007965,66.93645477,299.5184021,2.510321856,8.98961544,101.048317,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.49759201,-1.64117E-05,294.5412086,293.9084648,0.401651488,-0.022260482,2.556572531,25.30049592,9.019772353,21.07483673,2.507433797,-0.0017817,1.645139716,0.862294081,-0.001113532,-1166.293866,-1205.248247,63.58550768,11.45942849,-0.718985772,0,2.183980014,0,#DIV/0!,#DIV/0!
486,17:58:33,wheat,1,1160.50013,0,-13.02766244,-0.001703649,-12134.16418,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-5.486637548,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.015697934,0.911563663,21.39211655,2,4.644859791,1,9.289719582,20.75637627,21.39211655,20.02398109,0.920794129,9.619688034,16.29114723,16.28083611,66.98091125,66.9378891,299.5280457,2.519739866,8.980422974,101.048317,3.083570004,-0.262484014,0,0,0,0,0.75,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497640228,-1.56979E-05,294.5421165,293.9063763,0.40315837,-0.022500765,2.55671475,25.30190336,9.021067253,21.07424641,2.507342887,-0.001703962,1.645151087,0.8621918,-0.001064948,-1226.136868,-1261.388533,63.58258222,11.51289311,-0.719482419,0,2.192173684,0,#DIV/0!,#DIV/0!
487,17:58:34,wheat,1,1162.00013,0,-12.65494759,-0.001573019,-12766.73611,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-5.324231514,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.014495763,0.911669266,21.39300728,2,4.644859791,1,9.289719582,20.754282,21.39300728,20.0191288,0.918496668,9.368514061,16.2906971,16.28117561,66.98171234,66.94034576,299.5279846,2.516136169,8.981250763,101.0482941,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497639923,-1.44958E-05,294.5430073,293.904282,0.402581778,-0.022830916,2.556854287,25.30328998,9.022114366,21.07364464,2.507250217,-0.001573286,1.645185021,0.862065196,-0.00098328,-1290.056905,-1362.727966,63.58083112,11.2075555,-0.717919341,0,2.189038467,0,#DIV/0!,#DIV/0!
488,17:58:35,wheat,1,1163.00013,0,-11.88126925,-0.001375468,-13709.18053,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-4.961053613,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.012675089,0.911674174,21.39349556,2,4.644859791,1,9.289719582,20.75218582,21.39349556,20.01535034,0.9209975,8.854401588,16.29021454,16.28188896,66.9825058,66.9436264,299.5279541,2.521078587,8.987685204,101.0482635,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497639771,-1.26751E-05,294.5434956,293.9021858,0.403372565,-0.023243302,2.556930781,25.30405463,9.022165664,21.07284069,2.507126417,-0.001375672,1.645256607,0.86186981,-0.000859776,-1385.288887,-1548.289898,63.58247167,10.58101059,-0.713958708,0,2.19333837,0,#DIV/0!,#DIV/0!
489,17:58:37,wheat,1,1164.50013,0,-10.87315419,-0.001164401,-14821.79655,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-4.492688937,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.010729459,0.911640622,21.39378929,2,4.644859791,1,9.289719582,20.75013924,21.39378929,20.01297569,0.920764148,8.181078911,16.28973389,16.28268623,66.98401642,66.94762421,299.5253601,2.52598238,8.998562813,101.0482025,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497626801,-1.07295E-05,294.5437893,293.9001392,0.404157172,-0.023666521,2.556976798,25.3045253,9.021839071,21.07196426,2.506991463,-0.001164547,1.645336176,0.861655287,-0.000727829,-1497.7159,-1811.71661,63.58527121,9.761186688,-0.708287302,0,2.197604671,0,#DIV/0!,#DIV/0!
490,17:58:38,wheat,1,1165.500129,0,-9.928254587,-0.001058547,-14887.9173,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-4.038081777,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.009753748,0.911620804,21.39387131,2,4.644859791,1,9.289719582,20.74819756,21.39387131,20.01180649,0.919706464,7.549110889,16.2894249,16.28301811,66.98560333,66.95111847,299.5239868,2.541395187,9.010116577,101.0481491,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497619934,-9.75375E-06,294.5438713,293.8981976,0.406623221,-0.023906385,2.556989647,25.30466584,9.021647724,21.07103443,2.506848292,-0.001058668,1.645368842,0.861479449,-0.000661657,-1504.396488,-1972.141822,63.58665196,8.99190403,-0.702080968,0,2.211013813,0,#DIV/0!,#DIV/0!
491,17:58:39,wheat,1,1166.500129,0,-9.093980904,-0.001014383,-14230.87535,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-3.669832803,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.009347146,0.911656915,21.39418411,2,4.644859791,1,9.289719582,20.74646759,21.39418411,20.01162529,0.919101655,6.991483688,16.28929901,16.28315926,66.98724365,66.95410156,299.5215454,2.535109043,9.023202896,101.0480652,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497607727,-9.34715E-06,294.5441841,293.8964676,0.405617438,-0.024064384,2.557038653,25.30517183,9.022012573,21.07032585,2.506739193,-0.001014494,1.645381738,0.861357455,-0.000634049,-1438.00242,-2035.458564,63.58606858,8.313038565,-0.695594624,0,2.205544868,0,#DIV/0!,#DIV/0!
492,17:58:40,wheat,1,1168.000129,0,-8.358125644,-0.000944406,-14048.97864,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-3.339411591,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.008702443,0.911674372,21.39448357,2,4.644859791,1,9.289719582,20.74495316,21.39448357,20.01209259,0.918969929,6.500040054,16.28917694,16.28346062,66.9888382,66.95679474,299.5189819,2.532666445,9.03528595,101.0480042,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.49759491,-8.70244E-06,294.5444836,293.8949532,0.405226622,-0.024250614,2.557085568,25.3056514,9.022190782,21.06971836,2.506645662,-0.000944502,1.645411196,0.861234465,-0.000590305,-1419.621252,-2161.36801,63.58629922,7.714659023,-0.688899246,0,2.203419807,0,#DIV/0!,#DIV/0!
493,17:58:41,wheat,1,1169.000129,0,-7.70877304,-0.000895329,-13668.0771,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-3.043389529,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.00824943,0.911591608,21.39425087,2,4.644859791,1,9.289719582,20.74364853,21.39425087,20.01292038,0.918811798,6.066304207,16.28935242,16.28393364,66.99116516,66.95980072,299.5176086,2.533764839,9.037610054,101.0479126,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497588043,-8.24943E-06,294.5442509,293.8936485,0.405402365,-0.024371151,2.557049111,25.30531354,9.021379904,21.0689497,2.50652732,-0.000895416,1.645457503,0.861069817,-0.000559627,-1381.13066,-2253.114356,63.58927567,7.186558001,-0.68210024,0,2.20437541,0,#DIV/0!,#DIV/0!
494,17:58:42,wheat,1,1170.000129,0,-7.141905835,-0.000840601,-13487.80364,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-2.789854671,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.007744188,0.911481252,21.3937664,2,4.644859791,1,9.289719582,20.74259377,21.3937664,20.01399612,0.920389473,5.689357281,16.28936768,16.28428078,66.9927597,66.9626236,299.5176392,2.53047657,9.037500381,101.0478745,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497588196,-7.74419E-06,294.5437664,293.8925938,0.404876242,-0.024482126,2.556973212,25.30457197,9.020291196,21.06818008,2.506408837,-0.000840677,1.645491959,0.860916878,-0.000525416,-1362.913889,-2370.707793,63.59282467,6.727232837,-0.675127466,0,2.201514616,0,#DIV/0!,#DIV/0!
495,17:58:44,wheat,1,1171.500129,0,-6.645727736,-0.000852672,-12372.92955,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-2.567623875,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.007854542,0.911381431,21.39315796,2,4.644859791,1,9.289719582,20.7417717,21.39315796,20.01531982,0.92136097,5.359002113,16.28948593,16.28432655,66.99430084,66.96489716,299.5181274,2.527372599,9.037794113,101.0478668,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497590637,-7.85454E-06,294.543158,293.8917717,0.404379607,-0.024474185,2.556877892,25.30363057,9.019304018,21.06746483,2.506298728,-0.00085275,1.645496461,0.860802267,-0.000532962,-1250.258137,-2308.812216,63.59542405,6.324772109,-0.668226248,0,2.198814161,0,#DIV/0!,#DIV/0!
496,17:58:45,wheat,1,1172.500129,0,-6.219935976,-0.000832601,-11859.44639,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-2.37580706,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.007668717,0.911272344,21.39258385,2,4.644859791,1,9.289719582,20.74117851,21.39258385,20.01675606,0.922208607,5.075523853,16.2895546,16.28451729,66.99575043,66.96690369,299.5185547,2.525426626,9.040822983,101.0478592,3.083570004,-0.262484014,0,0,0,0,0.75,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497592773,-7.66872E-06,294.5425838,293.8911785,0.404068251,-0.024507367,2.556787954,25.30274243,9.018225137,21.06688118,2.506208881,-0.000832676,1.64551561,0.860693271,-0.000520416,-1198.371668,-2336.595537,63.59859267,5.979416968,-0.661568137,0,2.197121165,0,#DIV/0!,#DIV/0!
497,17:58:46,wheat,1,1173.500129,0,-5.844275207,-0.000789206,-11756.16202,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-2.202345272,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.007268004,0.911148636,21.39204407,2,4.644859791,1,9.289719582,20.74070549,21.39204407,20.01805115,0.92089355,4.823364735,16.2896862,16.28491211,66.99705505,66.96903992,299.5184326,2.528274059,9.042803764,101.0478134,3.083570004,-0.262484014,0,0,0,0,0.75,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497592163,-7.268E-06,294.5420441,293.8907055,0.40452384,-0.024570283,2.556703396,25.30191708,9.017004972,21.06637478,2.506130928,-0.000789273,1.64555476,0.860576168,-0.00049329,-1187.934466,-2437.336312,63.60250857,5.672666101,-0.655266073,0,2.199598432,0,#DIV/0!,#DIV/0!
498,17:58:47,wheat,1,1174.500129,0,-5.495938007,-0.000717758,-12156.43058,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-2.048809846,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.006608879,0.910997398,21.39138794,2,4.644859791,1,9.289719582,20.74035454,21.39138794,20.01905441,0.9195171,4.589378357,16.2897377,16.28539658,66.99826813,66.97163391,299.5191345,2.522315502,9.049915314,101.0477829,3.083570004,-0.262484014,0,0,0,0,0.75,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497595673,-6.60888E-06,294.5413879,293.8903545,0.403570471,-0.024672173,2.556600616,25.30090758,9.015511001,21.06587124,2.506053418,-0.000717814,1.645603218,0.8604502,-0.000448629,-1228.380358,-2648.818562,63.6073767,5.388058688,-0.64880919,0,2.194414487,0,#DIV/0!,#DIV/0!
499,17:58:48,wheat,1,1176.000129,0,-5.19622561,-0.000723857,-11396.58753,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.916094115,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.006664043,0.910862208,21.39053726,2,4.644859791,1,9.289719582,20.74006653,21.39053726,20.01958847,0.92042315,4.390158176,16.28979683,16.28541946,66.99984741,66.97418976,299.5188293,2.51722908,9.066277504,101.04776,3.083570004,-0.262484014,0,0,0,0,0.75,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497594147,-6.66404E-06,294.5405373,293.8900665,0.402756644,-0.02464221,2.556467366,25.29959462,9.014175156,21.0653019,2.505965781,-0.000723913,1.645605158,0.860360623,-0.000452441,-1151.599642,-2595.940072,63.61088078,5.145283723,-0.642406727,0,2.1899893,0,#DIV/0!,#DIV/0!
500,17:58:49,wheat,1,1177.000129,0,-4.929204821,-0.000796139,-9828.922431,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.791779109,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.007328969,0.910790343,21.38977814,2,4.644859791,1,9.289719582,20.73986435,21.38977814,20.01979637,0.924757957,4.216204643,16.2897644,16.28495026,67.00109863,66.97522736,299.5178833,2.520582676,9.084439278,101.0477829,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497589417,-7.32897E-06,294.5397781,293.8898643,0.403293219,-0.024504484,2.556348461,25.29841217,9.013461918,21.06482124,2.505891798,-0.000796208,1.645558118,0.86033368,-0.000497624,-993.19082,-2331.225181,63.61180688,4.932526213,-0.635689729,0,2.192906928,0,#DIV/0!,#DIV/0!
501,17:58:50,wheat,1,1178.000129,0,-4.690853281,-0.00087282,-8531.438042,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.68689451,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.008034541,0.910747286,21.38904953,2,4.644859791,1,9.289719582,20.73970795,21.38904953,20.01986885,0.929065466,4.061366081,16.28952217,16.28424454,67.00154877,66.97541809,299.5169678,2.514893532,9.105826378,101.0477982,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497584839,-8.03454E-06,294.5390495,293.8897079,0.402382956,-0.024364805,2.556234341,25.29727899,9.013034452,21.06437874,2.505823689,-0.000872902,1.645487055,0.860336633,-0.000545556,-862.0830292,-2100.632613,63.61163646,4.743049944,-0.629115985,0,2.187957373,0,#DIV/0!,#DIV/0!
502,17:58:52,wheat,1,1179.500128,0,-4.483817159,-0.00092427,-7700.658888,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.594366117,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.008507805,0.910706063,21.38844872,2,4.644859791,1,9.289719582,20.73953247,21.38844872,20.01986694,0.931344092,3.925410748,16.28930855,16.28372002,67.00218201,66.97577667,299.5157471,2.511585951,9.112856865,101.0478058,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497578735,-8.5078E-06,294.5384487,293.8895325,0.401853743,-0.024269037,2.556140241,25.29634583,9.012625813,21.06399059,2.505763947,-0.000924362,1.645434178,0.86032977,-0.000577718,-778.1346837,-1961.746014,63.61176952,4.577007721,-0.623165966,0,2.185079777,0,#DIV/0!,#DIV/0!
503,17:58:53,wheat,1,1180.500128,0,-4.302176206,-0.001001873,-6816.012441,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.513739733,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.009222092,0.910694453,21.38811493,2,4.644859791,1,9.289719582,20.73935127,21.38811493,20.01986694,0.931334674,3.80411768,16.28937531,16.28331757,67.00331879,66.97657776,299.5152283,2.50743556,9.118627548,101.0478058,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497576141,-9.22209E-06,294.5381149,293.8893513,0.401189681,-0.02414461,2.556087964,25.29582848,9.012510916,21.0637331,2.505724316,-0.001001981,1.645393511,0.860330805,-0.000626229,-688.7431014,-1791.745949,63.61120229,4.429318239,-0.61785265,0,2.181468937,0,#DIV/0!,#DIV/0!
504,17:58:54,wheat,1,1181.500128,0,-4.135394895,-0.001108165,-5922.911209,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.438182724,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.010200636,0.910696813,21.38794136,2,4.644859791,1,9.289719582,20.73912621,21.38794136,20.01989365,0.930918157,3.692333698,16.28972816,16.28302765,67.00492859,66.97742462,299.5154114,2.50587225,9.113137245,101.0477905,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497577057,-1.02006E-05,294.5379414,293.8891262,0.400939551,-0.023982603,2.55606078,25.29556328,9.012535636,21.06353378,2.505693639,-0.001108298,1.645363967,0.860329672,-0.000692674,-598.4970912,-1604.110488,63.61031489,4.293297275,-0.61270803,0,2.180108857,0,#DIV/0!,#DIV/0!
505,17:58:55,wheat,1,1183.000128,0,-3.983762922,-0.001198353,-5275.984904,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.36970264,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.011031155,0.910716759,21.3878727,2,4.644859791,1,9.289719582,20.73888016,21.3878727,20.02006912,0.930423379,3.59057188,16.28997231,16.28272629,67.00688171,66.97829437,299.5173035,2.503910303,9.102840424,101.0477753,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497586517,-1.10312E-05,294.5378727,293.8888802,0.40062564,-0.023851106,2.556050026,25.29546068,9.012734393,21.06337643,2.505669421,-0.001198507,1.645333267,0.860336154,-0.000749053,-533.1265369,-1469.399605,63.60901893,4.169500006,-0.607754529,0,2.178401964,0,#DIV/0!,#DIV/0!
506,17:58:56,wheat,1,1184.000128,0,-3.841440171,-0.001261117,-4834.067376,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.297470062,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.011609019,0.910718629,21.3876152,2,4.644859791,1,9.289719582,20.73861313,21.3876152,20.02029991,0.929868698,3.494976044,16.28993797,16.28231239,67.00830841,66.97879791,299.5181274,2.517224312,9.087884903,101.0477524,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497590637,-1.1609E-05,294.5376152,293.8886131,0.402755881,-0.023745807,2.556009699,25.29506732,9.012754932,21.06311417,2.505629057,-0.001261288,1.645291071,0.860337986,-0.00078829,-488.4716432,-1383.1475,63.60813919,4.053221552,-0.602846052,0,2.189985151,0,#DIV/0!,#DIV/0!
507,17:58:58,wheat,1,1185.500128,0,-3.716143273,-0.001295822,-4551.015861,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.23614015,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.011928483,0.910714988,21.38726425,2,4.644859791,1,9.289719582,20.73832703,21.38726425,20.02059555,0.929656029,3.411084652,16.28964233,16.28180695,67.00919342,66.97933197,299.5197144,2.525606632,9.082404137,101.0477371,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497598572,-1.19285E-05,294.5372643,293.888327,0.404097052,-0.023683979,2.555954737,25.29452721,9.012720269,21.06279564,2.505580034,-0.001296003,1.645239748,0.860340286,-0.000809986,-459.8698543,-1334.18438,63.60738554,3.951121773,-0.598245692,0,2.19727777,0,#DIV/0!,#DIV/0!
508,17:58:59,wheat,1,1186.500128,0,-3.611112944,-0.001295799,-4422.443517,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.18498829,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.011928491,0.910732561,21.38702774,2,4.644859791,1,9.289719582,20.73807144,21.38702774,20.02085876,0.928970516,3.340263128,16.28910065,16.28126526,67.00917053,66.97941589,299.5200806,2.53275013,9.090239525,101.0477448,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497600403,-1.19285E-05,294.5370277,293.8880714,0.405240012,-0.02368034,2.555917697,25.29415875,9.01289349,21.06254959,2.505542167,-0.00129598,1.645185136,0.860357031,-0.000809971,-446.8779437,-1323.980581,63.60617294,3.865037039,-0.594273928,0,2.203492613,0,#DIV/0!,#DIV/0!
509,17:59:00,wheat,1,1187.500128,0,-3.515052298,-0.001233995,-4520.567356,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.139768321,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.01135932,0.910719434,21.38693047,2,4.644859791,1,9.289719582,20.73781776,21.38693047,20.02099991,0.926563382,3.273719788,16.28870964,16.28124809,67.00940704,66.9803772,299.5189819,2.536361694,9.095519066,101.0477219,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.49759491,-1.13593E-05,294.5369305,293.8878178,0.405817862,-0.023780662,2.555902463,25.29401372,9.012765626,21.06237411,2.505515161,-0.001234159,1.645183029,0.860332132,-0.000771335,-456.7930328,-1380.865697,63.60672575,3.78453398,-0.590775426,0,2.206634674,0,#DIV/0!,#DIV/0!
510,17:59:01,wheat,1,1189.000128,0,-3.436210861,-0.001195239,-4562.568206,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.100869093,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.011002142,0.910689146,21.38681793,2,4.644859791,1,9.289719582,20.73758316,21.38681793,20.02102089,0.925529838,3.220044374,16.28860283,16.28137589,67.01004028,66.9817276,299.5183716,2.543665171,9.101075172,101.0477066,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497591858,-1.10021E-05,294.5368179,293.8875832,0.406986418,-0.023841522,2.55588484,25.29384313,9.012467246,21.06220055,2.505488449,-0.001195392,1.645195694,0.860292755,-0.000747106,-461.0370534,-1416.927121,63.60783781,3.719401177,-0.587648207,0,2.212988698,0,#DIV/0!,#DIV/0!
511,17:59:02,wheat,1,1190.000128,0,-3.361802316,-0.001212308,-4400.851683,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.071089005,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.011158917,0.910659471,21.38659477,2,4.644859791,1,9.289719582,20.73732758,21.38659477,20.02083397,0.924528003,3.169362068,16.28865242,16.28132248,67.01089478,66.98244476,299.5177002,2.534537554,9.101451874,101.0477142,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497588501,-1.11589E-05,294.5365948,293.8873276,0.405526,-0.023821959,2.555849892,25.29349537,9.012172887,21.06196117,2.50545161,-0.001212466,1.645190421,0.860261189,-0.000757777,-444.6960032,-1388.560722,63.60846666,3.657905677,-0.584594326,0,2.205047672,0,#DIV/0!,#DIV/0!
512,17:59:03,wheat,1,1191.000128,0,-3.289636492,-0.001302564,-4007.722497,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.038589376,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.011989385,0.910627596,21.38619995,2,4.644859791,1,9.289719582,20.73702431,21.38619995,20.02058029,0.92534858,3.121993542,16.28889656,16.28102112,67.01229095,66.98331451,299.5180359,2.533981323,9.096522331,101.0477448,3.083570004,-0.262484014,0,0,0,0,0.75,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497590179,-1.19894E-05,294.5362,293.8870243,0.405437003,-0.02367827,2.555788062,25.29287584,9.011854722,21.06161213,2.505397894,-0.001302746,1.645160466,0.860237428,-0.0008142,-404.9713199,-1283.70621,63.60852357,3.600049873,-0.581238949,0,2.204563751,0,#DIV/0!,#DIV/0!
